checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2,36,1,3,3079,0,1,4,0,0,4,0,36,0,0,1,0,1,1,0,0
0,36,1,3,3249,1,2,2,0,0,4,2,39,1,1,1,2,2,0,0,0
1,12,1,3,7472,0,3,1,1,0,2,0,24,0,2,1,3,1,1,0,0
1,24,0,0,1216,4,4,4,0,0,4,2,38,1,0,2,0,2,1,0,1
0,30,1,0,2522,1,0,1,0,1,3,1,39,0,0,1,0,2,1,0,0
2,36,2,5,9572,1,4,1,2,0,1,3,28,0,0,2,0,1,1,0,1
1,12,0,6,1424,1,2,4,0,0,3,1,26,0,0,1,0,1,1,0,0
1,24,0,1,5743,1,4,2,1,0,4,2,24,0,1,2,0,1,0,0,0
2,36,0,0,3342,0,0,4,0,0,2,3,51,0,0,1,0,1,0,0,0
3,6,0,1,1047,1,1,2,1,0,4,1,50,0,0,1,1,1,1,0,0
2,36,1,4,8133,1,1,1,1,0,2,1,30,1,0,1,0,1,1,0,0
2,24,0,2,3777,3,1,4,0,0,4,0,50,0,0,1,0,1,0,0,0
2,15,1,2,2221,2,1,2,1,0,4,3,20,0,2,1,0,1,1,0,0
